귀소일자,지역명,현장소방서거리,현장안전센터거리,최대풍속,온도,습도,전체인력수합계,,,,,,,,,,,,,,
20120410,강원도 삼척시,61,6,4.8,17,38,25,,,,,,,,,,,,,,
20210221,강원도 삼척시,8,5,6.5,17,31,25,,,,,,,,,,,,,,
20150610,강원도 삼척시,28,20,10.1,24,0,25,,,,,,,,,,,,,,
20130413,강원도 횡성군,2,1,6,19,15,25,,,,,,,,,,,,,,
20210409,강원도 횡성군,16,4,9.1,9,41,24,,,,,,,,,,,,,,
20160424,강원도 철원군,75,32,7.2,6,70,24,,,,,,,,,,,,,,
20180607,강원도 철원군,30,19,8,28,49,24,,,,,,,,,,,,,,
20170318,강원도 홍천군,23,10,8.1,17,23,24,,,,,,,,,,,,,,
20210219,강원도 홍천군,10,8,9.2,5,41,24,,,,,,,,,,,,,,
20151215,강원도 철원군,7,5,7.7,11,67,24,,,,,,,,,,,,,,
20210123,강원도 철원군,19,9,10.2,3,74,23,,,,,,,,,,,,,,
20181130,강원도 태백시,5,4,5.6,3,48,23,,,,,,,,,,,,,,
20131206,강원도 태백시,11,4,3.4,4,0,23,,,,,,,,,,,,,,
20220215,강원도 횡성군,10,10,8.1,-2,55,23,,,,,,,,,,,,,,
20120608,강원도 횡성군,42,15,6.3,23,60,23,,,,,,,,,,,,,,
20130308,강원도 속초시,48,5,10.3,11,42,23,,,,,,,,,,,,,,
20170429,강원도 강릉시,18,12,13,22,33,23,,,,,,,,,,,,,,
20150325,강원도 강릉시,6,5,6.4,14,19,22,,,,,,,,,,,,,,
20200129,강원도 홍천군,14,14,5.9,8,53,22,,,,,,,,,,,,,,
20200508,강원도 홍천군,9,9,7.4,27,11,22,,,,,,,,,,,,,,
20150927,강원도 정선군,18,0,12.5,25,32,22,,,,,,,,,,,,,,
20140720,강원도 인제군,11,9,6.5,34,44,22,,,,,,,,,,,,,,
20210211,강원도 춘천시,15,15,7.9,8,47,22,,,,,,,,,,,,,,
20210218,강원도 평창군,7,7,6.5,-8,43,22,,,,,,,,,,,,,,
20190504,강원도 정선군,15,15,11,19,81,22,,,,,,,,,,,,,,
20130328,강원도 횡성군,2,2,6,4,37,22,,,,,,,,,,,,,,
20220118,강원도 춘천시,24,12,7.1,-3,36,21,,,,,,,,,,,,,,
20220323,강원도 인제군,14,14,8.4,7,44,21,,,,,,,,,,,,,,
20210219,강원도 춘천시,7,7,8.4,3,64,21,,,,,,,,,,,,,,
20130303,강원도 정선군,3,3,6.4,7,34,21,,,,,,,,,,,,,,
20200531,강원도 춘천시,11,6,8.7,25,54,20,,,,,,,,,,,,,,
20170504,강원도 양양군,8,8,8.4,12,71,20,,,,,,,,,,,,,,
20210622,강원도 평창군,33,10,5.4,23,69,19,,,,,,,,,,,,,,
20140612,강원도 화천군,17,8,5.4,26,52,19,,,,,,,,,,,,,,
20120527,강원도 영월군,12,12,6.4,18,62,19,,,,,,,,,,,,,,
20120527,강원도 원주시,11,11,6.4,18,62,19,,,,,,,,,,,,,,
20140415,강원도 동해시,52,22,11.3,25,0,19,,,,,,,,,,,,,,
20130607,강원도 평창군,5,5,3,19,88,18,,,,,,,,,,,,,,
20160324,강원도 강릉시,20,13,5.3,0,0,18,,,,,,,,,,,,,,
20171130,강원도 홍천군,2,2,9.6,7,22,18,,,,,,,,,,,,,,
20170520,강원도 화천군,45,9,9.1,29,28,17,,,,,,,,,,,,,,
20160426,강원도 평창군,55,21,10.1,0,0,17,,,,,,,,,,,,,,
20210124,강원도 인제군,10,10,5.2,7,62,17,,,,,,,,,,,,,,
20210124,강원도 횡성군,9,9,8.6,7,62,17,,,,,,,,,,,,,,
20151011,강원도 강릉시,22,6,5.6,12,69,17,,,,,,,,,,,,,,
20120526,강원도 홍천군,11,9,6.8,25,16,16,,,,,,,,,,,,,,
20190504,강원도 강릉시,52,7,8,13,55,16,,,,,,,,,,,,,,
20141209,강원도 홍천군,54,6,4.7,-1,39,15,,,,,,,,,,,,,,
20130610,강원도 영월군,80,50,7.9,21,60,15,,,,,,,,,,,,,,
20110608,강원도 춘천시,14,13,5.2,20,54,15,,,,,,,,,,,,,,
20111225,강원도 홍천군,4,4,8.7,-6,27,15,,,,,,,,,,,,,,
20160506,강원도 홍천군,4,4,11.2,21,49,15,,,,,,,,,,,,,,
20130811,강원도 삼척시,64,46,7.2,29,33,15,,,,,,,,,,,,,,
20160518,강원도 강릉시,9,9,5.6,20,35,15,,,,,,,,,,,,,,
20150926,강원도 고성군,33,7,5.8,21,60,14,,,,,,,,,,,,,,
20140413,강원도 화천군,16,16,6.7,0,0,14,,,,,,,,,,,,,,
20130416,강원도 정선군,25,20,4.8,16,74,14,,,,,,,,,,,,,,
20111101,강원도 홍천군,55,5,5.5,0,0,14,,,,,,,,,,,,,,
20160605,강원도 고성군,10,5,4.7,17,82,14,,,,,,,,,,,,,,
20120531,강원도 양구군,10,2,9.1,19,69,14,,,,,,,,,,,,,,
20170620,강원도 인제군,36,9,5.1,31,38,13,,,,,,,,,,,,,,
20180622,강원도 춘천시,35,0,8.6,24,55,13,,,,,,,,,,,,,,
20171111,강원도 인제군,14,6,8.2,8,33,13,,,,,,,,,,,,,,
20170611,강원도 영월군,28,20,7.1,16,79,13,,,,,,,,,,,,,,
20151101,강원도 춘천시,17,3,8.1,13,33,13,,,,,,,,,,,,,,
20151106,강원도 춘천시,23,7,7,10,73,12,,,,,,,,,,,,,,
20130328,강원도 양양군,10,1,4.3,6,57,12,,,,,,,,,,,,,,
20130327,강원도 횡성군,10,1,4.3,8,46,12,,,,,,,,,,,,,,
20120129,강원도 강릉시,9,6,5.8,0,16,11,,,,,,,,,,,,,,
20161023,강원도 강릉시,25,25,5.2,12,66,11,,,,,,,,,,,,,,
20151017,강원도 영월군,15,10,5.6,25,21,11,,,,,,,,,,,,,,
20140531,강원도 철원군,80,30,7.8,25,40,11,,,,,,,,,,,,,,
20160105,강원도 태백시,40,2,8.2,-2,50,10,,,,,,,,,,,,,,
20131020,강원도 평창군,36,15,3.2,17,83,10,,,,,,,,,,,,,,
20131027,강원도 횡성군,48,10,3.2,4,93,10,,,,,,,,,,,,,,
20141031,강원도 홍천군,28,20,5.9,15,55,10,,,,,,,,,,,,,,
20180815,강원도 횡성군,20,20,3.3,28,75,9,,,,,,,,,,,,,,
20140910,강원도 원주시,28,23,5,26,0,9,,,,,,,,,,,,,,
20170508,강원도 철원군,7,4,8.4,21,26,9,,,,,,,,,,,,,,
20121227,강원도 삼척시,5,3,6.1,1,29,9,,,,,,,,,,,,,,
20160428,강원도 정선군,54,10,10.1,8,39,8,,,,,,,,,,,,,,
20150528,강원도 원주시,32,24,6.8,24,44,8,,,,,,,,,,,,,,
20171217,강원도 정선군,22,3,5.9,-8,43,8,,,,,,,,,,,,,,
20120527,강원도 인제군,33,5,11.8,18,80,7,,,,,,,,,,,,,,
20130316,강원도 정선군,15,7,4.2,13,31,7,,,,,,,,,,,,,,
20210214,강원도 강릉시,6,6,8.3,9,81,7,,,,,,,,,,,,,,
20180608,강원도 횡성군,18,18,6.5,20,64,7,,,,,,,,,,,,,,
20150602,강원도 홍천군,0,12,6.2,26,38,6,,,,,,,,,,,,,,
20130521,강원도 원주시,46,6,3.8,19,35,5,,,,,,,,,,,,,,
20140920,강원도 양양군,18,28,4.6,25,0,4,,,,,,,,,,,,,,
20160518,강원도 삼척시,29,12,5.6,27,35,3,,,,,,,,,,,,,,
20150113,강원도 정선군,51,20,4.6,0,0,0,,,,,,,,,,,,,,
20201116,강원도 강릉시,8,8,6.5,13,59,0,,,,,,,,,,,,,,
20200424,강원도 평창군,39,21,9.5,15,26,0,,,,,,,,,,,,,,
20200104,강원도 고성군,0,0,5.9,5,41,0,,,,,,,,,,,,,,
20210217,강원도 강릉시,5,3,6.5,-9,47,0,,,,,,,,,,,,,,
20180213,강원도 삼척시,38,6,10.9,-11,57,0,,,,,,,,,,,,,,
